x,T_rod
0.0,293.0
0.026052104208416832,292.98017648046346
0.052104208416833664,292.94896116880284
0.0781563126252505,292.84798153758595
0.10420841683366733,292.57672746926215
0.13026052104208416,291.82017370519054
0.156312625250501,289.70703007990426
0.18236472945891782,283.7898144942135
0.20841683366733466,267.069461956655
0.2344689378757515,218.3432501390395
0.2605210420841683,51.40692681470469
0.2865731462925851,50.00800186198177
0.312625250501002,50.000045269161824
0.33867735470941884,50.000000256593665
0.36472945891783565,50.00000008976729
0.39078156312625245,49.99999992438925
0.4168336673346693,49.99999975811218
0.44288577154308617,49.99999958858317
0.468937875751503,49.99999941340666
0.4949899799599198,49.99999923010647
0.5210420841683366,49.99999903608783
0.5470941883767535,49.999998828597576
0.5731462925851702,49.99999860468266
0.5991983967935871,49.99999836114571
0.625250501002004,49.99999809449771
0.6513026052104208,49.99999780090672
0.6773547094188377,49.99999747614153
0.7034068136272544,49.99999711551039
0.7294589178356713,49.99999671379289
0.7555110220440882,49.99999626516479
0.7815631262525049,49.999995763114484
0.8076152304609218,49.99999520034984
0.8336673346693386,49.99999456869408
0.8597194388777555,49.9999938589698
0.8857715430861723,49.99999306086861
0.9118236472945891,49.999992162805114
0.937875751503006,49.99999115175355
0.9639278557114228,49.999990013063766
0.9899799599198396,49.999988730254806
1.0160320641282565,49.99998728478319
1.0420841683366733,49.999985655781934
1.06813627254509,49.99998381976753
1.094188376753507,49.99998175030971
1.1202404809619237,49.9999794176608
1.1462925851703405,49.99997678833747
1.1723446893787575,49.999973824650894
1.1983967935871742,49.999970484176956
1.2244488977955912,49.99996671916045
1.250501002004008,49.999962475843304
1.2765531062124247,49.99995769370843
1.3026052104208417,49.99995230462777
1.3286573146292584,49.99994623190218
1.3547094188376754,49.99993938917999
1.3807615230460921,49.999931679237996
1.4068136272545089,49.999922992607935
1.4328657314629258,49.99991320602829
1.4589178356713426,49.999902180699195
1.4849699398797593,49.999889760315654
1.5110220440881763,49.99987576885014
1.537074148296593,49.99986000805318
1.5631262525050098,49.999842254635524
1.5891783567134268,49.99982225709156
1.6152304609218435,49.99979973211815
1.6412825651302605,49.99977436057706
1.6673346693386772,49.99974578294325
1.693386773547094,49.99971359417338
1.719438877755511,49.99967733792061
