x,T_rod
0.0,293.0
0.026052104208416832,289.80565944018787
0.052104208416833664,286.07238016898316
0.0781563126252505,281.20029784567856
0.10420841683366733,274.3986947342772
0.13026052104208416,264.54637098058083
0.156312625250501,249.97616673334784
0.18236472945891782,228.1051153904007
0.20841683366733466,194.70608087698662
0.2344689378757515,142.15294787979047
0.2605210420841683,50.65536501656506
0.2865731462925851,50.003717100703504
0.312625250501002,50.00002077739022
0.33867735470941884,49.99995547333275
0.36472945891783565,49.99210841353075
0.39078156312625245,49.984245291469655
0.4168336673346693,49.976350586546225
0.44288577154308617,49.96840871933403
0.468937875751503,49.960404020889186
0.4949899799599198,49.952320701907766
0.5210420841683366,49.94414282167452
0.5470941883767535,49.935854256742815
0.5731462925851702,49.92743866928485
0.5991983967935871,49.918879475051305
0.625250501002004,49.910159810878724
0.6513026052104208,49.90126250168238
0.6773547094188377,49.892170026871824
0.7034068136272544,49.882864486125
0.7294589178356713,49.873327564456694
0.7555110220440882,49.863540496514936
0.7815631262525049,49.85348403003875
0.8076152304609218,49.84313838840885
0.8336673346693386,49.83248323222174
0.8597194388777555,49.82149761981602
0.8857715430861723,49.81015996667828
0.9118236472945891,49.79844800365407
0.937875751503006,49.78633873388783
0.9639278557114228,49.7738083884137
0.9899799599198396,49.76083238031703
1.0160320641282565,49.747385257384224
1.0420841683366733,49.733440653156954
1.06813627254509,49.718971236303275
1.094188376753507,49.70394865821699
1.1202404809619237,49.68834349875335
1.1462925851703405,49.67212521000676
1.1723446893787575,49.65526205803333
1.1983967935871742,49.63772106241866
1.2244488977955912,49.61946793358781
1.250501002004008,49.60046700775173
1.2765531062124247,49.580681179381386
1.3026052104208417,49.560071831097396
1.3286573146292584,49.538598760860026
1.3547094188376754,49.51622010634064
1.3807615230460921,49.49289226635295
1.4068136272545089,49.46856981921813
1.4328657314629258,49.443205437935184
1.4589178356713426,49.41674980202359
1.4849699398797593,49.38915150590211
1.5110220440881763,49.36035696366393
1.537074148296593,49.330310310104295
1.5631262525050098,49.298953297853366
1.5891783567134268,49.26622519046322
1.6152304609218435,49.23206265129401
1.6412825651302605,49.196399628040844
1.6673346693386772,49.15916723273873
1.693386773547094,49.12029361707972
1.719438877755511,49.079703842872576
1.7454909819639277,49.037319747471095
1.7715430861723447,48.993059803994456
1.7975951903807614,48.94683897615891
1.8236472945891782,48.89856856753652
1.8496993987975952,48.84815606505349
1.875751503006012,48.79550497653724
1.9018036072144286,48.74051466211758
1.9278557114228456,48.68308015928484
1.9539078156312624,48.62309200140328
1.9799599198396791,48.56043602947622
2.006012024048096,48.4949931969547
2.032064128256513,48.426639367378584
2.0581162324649296,48.35524510463559
2.0841683366733466,48.28067545561902
2.1102204408817635,48.20278972506134
2.13627254509018,48.12144124231615
2.162324649298597,48.0364771198545
2.188376753507014,47.947738003236786
2.2144288577154305,47.85505781231258
2.2404809619238475,47.75826347339307
2.2665330661322645,47.65717464212924
2.292585170340681,47.55160341681663
2.318637274549098,47.4413540418322
2.344689378757515,47.326222600888634
2.370741482965932,47.20599669977026
2.3967935871743484,47.08045513818488
2.4228456913827654,46.94936757033279
2.4488977955911824,46.812494153752446
2.474949899799599,46.66958518595176
2.501002004008016,46.52038072827328
2.527054108216433,46.36461021636788
2.5531062124248494,46.20199205656239
2.5791583166332663,46.03223320729981
2.6052104208416833,45.85502874470197
2.6312625250501,45.670061411149696
2.657314629258517,45.477001145590364
2.6833667334669338,45.27550459406065
2.7094188376753507,45.065214598646506
2.7354709418837673,44.84575966278552
2.7615230460921842,44.61675339043656
2.787575150300601,44.377793896190035
2.8136272545090177,44.12846318285077
2.8396793587174347,43.8683264823809
2.8657314629258517,43.59693155532006
2.891783567134268,43.313807942880246
2.917835671342685,43.01846616481394
2.943887775551102,42.71039685483866
2.9699398797595187,42.38906982382698
2.9959919839679356,42.05393303908128
3.0220440881763526,41.70441150574379
3.048096192384769,41.3389609336926
3.074148296593186,40.956913575686215
3.100200400801603,40.557571048396845
3.1262525050100196,40.140202413981925
3.1523046092184366,39.70404200555373
3.1783567134268536,39.24828694694272
3.2044088176352705,38.77209430632625
3.230460921843687,38.274577809863494
3.256513026052104,37.754804024723796
3.282565130260521,37.21178789987745
3.3086172344689375,36.64448752647731
3.3346693386773545,36.05179794592354
3.3607214428857715,35.43254379049285
3.386773547094188,34.78547048563101
3.412825651302605,34.1092336703662
3.438877755511022,33.40238639682847
3.4649298597194385,32.66336354311821
3.4909819639278554,31.89046270370143
3.5170340681362724,31.081820590656903
3.5430861723446894,30.23538366180855
3.569138276553106,29.348871249791426
3.595190380761523,28.419728841421556
3.62124248496994,27.445068259895756
3.6472945891783564,26.421590192658442
3.6733466933867733,25.345482559492595
3.6993987975951903,24.212285258159987
3.725450901803607,23.016707236345663
3.751503006012024,21.75237454502165
3.7775551102204408,20.41147612254017
3.8036072144288573,18.98425403816115
3.8296593186372743,17.458250079000873
3.8557114228456912,15.817157210095342
3.8817635270541078,14.03900112480422
3.9078156312625247,12.093100237897698
3.9338677354709417,9.934371268303536
3.9599198396793582,7.488007763799793
3.985971943887775,4.519618980858746
4.012024048096192,4.5087016463526215
4.038076152304609,5.842823163140322
4.064128256513026,6.98004723935248
4.090180360721442,7.984743308634426
4.116232464929859,8.882303567617297
4.142284569138276,9.687447425225646
4.168336673346693,10.410337891712743
4.19438877755511,11.05858574861222
4.220440881763527,11.638125317863132
4.246492985971944,12.153686062448442
4.27254509018036,12.60908424177379
4.298597194388777,13.007419263750284
4.324649298597194,13.351212722517893
4.350701402805611,13.642509817246887
4.376753507014028,13.882954548190519
4.402805611222445,14.073845808037042
4.428857715430861,14.216179036578144
4.454909819639278,14.310676580973857
4.480961923847695,14.357808886237033
4.507014028056112,14.357807917992442
4.533066132264529,14.310673671492921
4.559118236472946,14.216174171486934
4.585170340681362,14.073838962929273
4.611222444889779,13.882945687923463
4.637274549098196,13.642498894893302
4.663326653306613,13.351199677902947
4.68937875751503,13.007404021467817
4.715430861723447,12.609066708525784
4.741482965931864,12.153666123473924
4.76753507014028,11.638102832093105
4.793587174348697,11.058560541951426
4.819639278557114,10.410309747366007
4.845691382765531,9.687416068856502
4.871743486973948,8.882268642051418
4.897795591182365,7.984704322966502
4.923847695390781,6.980003439114894
4.949899799599198,5.842773075719345
4.975951903807615,4.508640483973768
5.002004008016032,4.508861249967337
5.028056112224449,5.8775313003928105
5.054108216432866,7.044011946939371
5.080160320641283,8.075394817270874
5.106212424849699,8.99786775203502
5.132264529058116,9.82660795220446
5.158316633266533,10.572108387316126
5.18436873747495,11.242234518145127
5.210420841683367,11.843123379971644
5.236472945891784,12.379669749278872
